# Logfile created on 2018-01-29 20:39:43 +1100 by logger.rb/54362
I, [2018-01-29T20:39:44.118976 #38957]  INFO -- : (0.000345s) CREATE TABLE `webhook_executions`(`id` integer DEFAULT (NULL) NOT NULL PRIMARY KEY AUTOINCREMENT, `webhook_id` integer DEFAULT (NULL) NULL, `pact_publication_id` integer DEFAULT (NULL) NULL, `consumer_id` integer DEFAULT (NULL) NOT NULL, `provider_id` integer DEFAULT (NULL) NOT NULL, `success` Boolean DEFAULT (NULL) NOT NULL, `logs` mediumtext DEFAULT (NULL) NULL, `created_at` timestamp DEFAULT (NULL) NOT NULL, `triggered_webhook_id` integer DEFAULT (NULL) NULL, FOREIGN KEY (`webhook_id`) REFERENCES `webhooks` ON DELETE NO ACTION ON UPDATE NO ACTION, FOREIGN KEY (`pact_publication_id`) REFERENCES `pact_publications` ON DELETE NO ACTION ON UPDATE NO ACTION, FOREIGN KEY (`consumer_id`) REFERENCES `pacticipants` ON DELETE NO ACTION ON UPDATE NO ACTION, FOREIGN KEY (`provider_id`) REFERENCES `pacticipants` ON DELETE NO ACTION ON UPDATE NO ACTION, FOREIGN KEY (`triggered_webhook_id`) REFERENCES `triggered_webhooks` ON DELETE NO ACTION ON UPDATE NO ACTION)
I, [2018-01-29T20:39:44.119263 #38957]  INFO -- : (0.000153s) INSERT INTO `webhook_executions`(`id`, `webhook_id`, `pact_publication_id`, `consumer_id`, `provider_id`, `success`, `logs`, `created_at`, `triggered_webhook_id`) SELECT `id`, `webhook_id`, `pact_publication_id`, `consumer_id`, `provider_id`, `success`, `logs`, `created_at`, `triggered_webhook_id` FROM `webhook_executions_backup0`
I, [2018-01-29T20:39:44.119597 #38957]  INFO -- : (0.000250s) DROP TABLE `webhook_executions_backup0`
I, [2018-01-29T20:39:44.120095 #38957]  INFO -- : (0.000300s) PRAGMA table_info('webhook_executions')
I, [2018-01-29T20:39:44.120494 #38957]  INFO -- : (0.000191s) PRAGMA foreign_key_list('webhook_executions')
I, [2018-01-29T20:39:44.127687 #38957]  INFO -- : (0.001927s) PRAGMA index_list('webhook_executions')
I, [2018-01-29T20:39:44.129544 #38957]  INFO -- : (0.000078s) SAVEPOINT autopoint_1
E, [2018-01-29T20:39:44.129933 #38957] ERROR -- : SQLite3::SQLException: no such table: webhook_executions_backup0: SELECT NULL AS 'nil' FROM `webhook_executions_backup0` LIMIT 1
I, [2018-01-29T20:39:44.130454 #38957]  INFO -- : (0.000203s) ROLLBACK TO SAVEPOINT autopoint_1
I, [2018-01-29T20:39:44.132813 #38957]  INFO -- : (0.001981s) PRAGMA index_list('webhook_executions')
I, [2018-01-29T20:39:44.133487 #38957]  INFO -- : (0.000505s) ALTER TABLE `webhook_executions` RENAME TO `webhook_executions_backup0`
I, [2018-01-29T20:39:44.134224 #38957]  INFO -- : (0.000559s) CREATE TABLE `webhook_executions`(`id` integer DEFAULT (NULL) NOT NULL PRIMARY KEY AUTOINCREMENT, `webhook_id` integer DEFAULT (NULL) NULL, `pact_publication_id` integer DEFAULT (NULL) NULL, `consumer_id` integer DEFAULT (NULL) NULL, `provider_id` integer DEFAULT (NULL) NOT NULL, `success` Boolean DEFAULT (NULL) NOT NULL, `logs` mediumtext DEFAULT (NULL) NULL, `created_at` timestamp DEFAULT (NULL) NOT NULL, `triggered_webhook_id` integer DEFAULT (NULL) NULL, FOREIGN KEY (`triggered_webhook_id`) REFERENCES `triggered_webhooks` ON DELETE NO ACTION ON UPDATE NO ACTION, FOREIGN KEY (`provider_id`) REFERENCES `pacticipants` ON DELETE NO ACTION ON UPDATE NO ACTION, FOREIGN KEY (`consumer_id`) REFERENCES `pacticipants` ON DELETE NO ACTION ON UPDATE NO ACTION, FOREIGN KEY (`pact_publication_id`) REFERENCES `pact_publications` ON DELETE NO ACTION ON UPDATE NO ACTION, FOREIGN KEY (`webhook_id`) REFERENCES `webhooks` ON DELETE NO ACTION ON UPDATE NO ACTION)
I, [2018-01-29T20:39:44.134508 #38957]  INFO -- : (0.000158s) INSERT INTO `webhook_executions`(`id`, `webhook_id`, `pact_publication_id`, `consumer_id`, `provider_id`, `success`, `logs`, `created_at`, `triggered_webhook_id`) SELECT `id`, `webhook_id`, `pact_publication_id`, `consumer_id`, `provider_id`, `success`, `logs`, `created_at`, `triggered_webhook_id` FROM `webhook_executions_backup0`
I, [2018-01-29T20:39:44.134969 #38957]  INFO -- : (0.000339s) DROP TABLE `webhook_executions_backup0`
I, [2018-01-29T20:39:44.135513 #38957]  INFO -- : (0.000309s) PRAGMA table_info('webhook_executions')
I, [2018-01-29T20:39:44.135889 #38957]  INFO -- : (0.000177s) PRAGMA foreign_key_list('webhook_executions')
I, [2018-01-29T20:39:44.136129 #38957]  INFO -- : (0.000089s) PRAGMA index_list('webhook_executions')
I, [2018-01-29T20:39:44.136830 #38957]  INFO -- : (0.000043s) SAVEPOINT autopoint_1
E, [2018-01-29T20:39:44.137039 #38957] ERROR -- : SQLite3::SQLException: no such table: webhook_executions_backup0: SELECT NULL AS 'nil' FROM `webhook_executions_backup0` LIMIT 1
I, [2018-01-29T20:39:44.143271 #38957]  INFO -- : (0.000451s) ROLLBACK TO SAVEPOINT autopoint_1
I, [2018-01-29T20:39:44.145030 #38957]  INFO -- : (0.001084s) PRAGMA index_list('webhook_executions')
I, [2018-01-29T20:39:44.151005 #38957]  INFO -- : (0.001202s) ALTER TABLE `webhook_executions` RENAME TO `webhook_executions_backup0`
I, [2018-01-29T20:39:44.152154 #38957]  INFO -- : (0.000719s) CREATE TABLE `webhook_executions`(`id` integer DEFAULT (NULL) NOT NULL PRIMARY KEY AUTOINCREMENT, `webhook_id` integer DEFAULT (NULL) NULL, `pact_publication_id` integer DEFAULT (NULL) NULL, `consumer_id` integer DEFAULT (NULL) NULL, `provider_id` integer DEFAULT (NULL) NULL, `success` Boolean DEFAULT (NULL) NOT NULL, `logs` mediumtext DEFAULT (NULL) NULL, `created_at` timestamp DEFAULT (NULL) NOT NULL, `triggered_webhook_id` integer DEFAULT (NULL) NULL, FOREIGN KEY (`webhook_id`) REFERENCES `webhooks` ON DELETE NO ACTION ON UPDATE NO ACTION, FOREIGN KEY (`pact_publication_id`) REFERENCES `pact_publications` ON DELETE NO ACTION ON UPDATE NO ACTION, FOREIGN KEY (`consumer_id`) REFERENCES `pacticipants` ON DELETE NO ACTION ON UPDATE NO ACTION, FOREIGN KEY (`provider_id`) REFERENCES `pacticipants` ON DELETE NO ACTION ON UPDATE NO ACTION, FOREIGN KEY (`triggered_webhook_id`) REFERENCES `triggered_webhooks` ON DELETE NO ACTION ON UPDATE NO ACTION)
I, [2018-01-29T20:39:44.152494 #38957]  INFO -- : (0.000167s) INSERT INTO `webhook_executions`(`id`, `webhook_id`, `pact_publication_id`, `consumer_id`, `provider_id`, `success`, `logs`, `created_at`, `triggered_webhook_id`) SELECT `id`, `webhook_id`, `pact_publication_id`, `consumer_id`, `provider_id`, `success`, `logs`, `created_at`, `triggered_webhook_id` FROM `webhook_executions_backup0`
I, [2018-01-29T20:39:44.153317 #38957]  INFO -- : (0.000446s) DROP TABLE `webhook_executions_backup0`
I, [2018-01-29T20:39:44.161728 #38957]  INFO -- : (0.008029s) COMMIT
I, [2018-01-29T20:39:44.162067 #38957]  INFO -- : (0.000084s) PRAGMA foreign_keys = 1
I, [2018-01-29T20:39:44.168370 #38957]  INFO -- : (0.005908s) INSERT INTO `schema_migrations` (`filename`) VALUES ('000039_add_triggered_webhooks_fk_to_execution.rb')
I, [2018-01-29T20:39:44.168496 #38957]  INFO -- : Finished applying migration 000039_add_triggered_webhooks_fk_to_execution.rb, direction: up, took 0.077074 seconds
I, [2018-01-29T20:39:44.168539 #38957]  INFO -- : Begin applying migration 000040_create_latest_triggered_webhooks_view.rb, direction: up
E, [2018-01-29T20:39:44.169083 #38957] ERROR -- : SQLite3::SQLException: no such view: latest_triggered_webhook_ids: DROP VIEW `latest_triggered_webhook_ids`
I, [2018-01-29T20:39:44.174526 #38957]  INFO -- : (0.004069s) CREATE VIEW `latest_triggered_webhook_ids` AS select webhook_uuid, consumer_id, provider_id, max(created_at) as latest_triggered_webhook_created_at
      from triggered_webhooks
      group by webhook_uuid, consumer_id, provider_id
I, [2018-01-29T20:39:44.177283 #38957]  INFO -- : (0.002453s) CREATE VIEW `latest_triggered_webhooks` AS select tw.*
      from triggered_webhooks tw
      inner join latest_triggered_webhook_ids ltwi
      on tw.consumer_id = ltwi.consumer_id
      and tw.provider_id = ltwi.provider_id
      and tw.webhook_uuid = ltwi.webhook_uuid
      and tw.created_at = ltwi.latest_triggered_webhook_created_at
I, [2018-01-29T20:39:44.199524 #38957]  INFO -- : (0.021901s) INSERT INTO `schema_migrations` (`filename`) VALUES ('000040_create_latest_triggered_webhooks_view.rb')
I, [2018-01-29T20:39:44.199678 #38957]  INFO -- : Finished applying migration 000040_create_latest_triggered_webhooks_view.rb, direction: up, took 0.031123 seconds
I, [2018-01-29T20:39:44.199731 #38957]  INFO -- : Begin applying migration 000041_migrate_execution_data.rb, direction: up
I, [2018-01-29T20:39:44.200260 #38957]  INFO -- : (0.000323s) SELECT * FROM `webhook_executions`
I, [2018-01-29T20:39:44.203259 #38957]  INFO -- : (0.002741s) INSERT INTO `schema_migrations` (`filename`) VALUES ('000041_migrate_execution_data.rb')
I, [2018-01-29T20:39:44.203362 #38957]  INFO -- : Finished applying migration 000041_migrate_execution_data.rb, direction: up, took 0.003624 seconds
I, [2018-01-29T20:39:44.203401 #38957]  INFO -- : Begin applying migration 000042_delete_orphan_webhook_data.rb, direction: up
I, [2018-01-29T20:39:44.203977 #38957]  INFO -- : (0.000277s) SELECT * FROM `triggered_webhooks` WHERE (`webhook_id` IS NULL)
I, [2018-01-29T20:39:44.204411 #38957]  INFO -- : (0.000135s) DELETE FROM `webhook_executions` WHERE ((`webhook_id` IS NULL) AND (`triggered_webhook_id` IS NULL))
I, [2018-01-29T20:39:44.210126 #38957]  INFO -- : (0.005508s) INSERT INTO `schema_migrations` (`filename`) VALUES ('000042_delete_orphan_webhook_data.rb')
I, [2018-01-29T20:39:44.210255 #38957]  INFO -- : Finished applying migration 000042_delete_orphan_webhook_data.rb, direction: up, took 0.006839 seconds
I, [2018-01-29T20:39:44.210297 #38957]  INFO -- : Begin applying migration 000043_add_provider_version_to_verification.rb, direction: up
I, [2018-01-29T20:39:44.210567 #38957]  INFO -- : (0.000066s) PRAGMA foreign_keys = 0
I, [2018-01-29T20:39:44.210748 #38957]  INFO -- : (0.000052s) BEGIN
I, [2018-01-29T20:39:44.211455 #38957]  INFO -- : (0.000482s) ALTER TABLE `verifications` ADD COLUMN `provider_version_id` integer CONSTRAINT `fk_verifications_versions` REFERENCES `versions`
I, [2018-01-29T20:39:44.214853 #38957]  INFO -- : (0.003271s) COMMIT
I, [2018-01-29T20:39:44.215202 #38957]  INFO -- : (0.000124s) PRAGMA foreign_keys = 1
I, [2018-01-29T20:39:44.219529 #38957]  INFO -- : (0.004036s) INSERT INTO `schema_migrations` (`filename`) VALUES ('000043_add_provider_version_to_verification.rb')
I, [2018-01-29T20:39:44.219685 #38957]  INFO -- : Finished applying migration 000043_add_provider_version_to_verification.rb, direction: up, took 0.009371 seconds
I, [2018-01-29T20:39:44.219742 #38957]  INFO -- : Begin applying migration 000044_populate_verifications_provider_version_id.rb, direction: up
I, [2018-01-29T20:39:44.220720 #38957]  INFO -- : (0.000330s) SELECT `verifications`.`id`, `provider_version`, `provider_id`, `verifications`.`created_at` FROM `verifications` INNER JOIN `pact_versions` ON (`pact_versions`.`id` = `verifications`.`pact_version_id`)
I, [2018-01-29T20:39:44.223287 #38957]  INFO -- : (0.002332s) INSERT INTO `schema_migrations` (`filename`) VALUES ('000044_populate_verifications_provider_version_id.rb')
I, [2018-01-29T20:39:44.223408 #38957]  INFO -- : Finished applying migration 000044_populate_verifications_provider_version_id.rb, direction: up, took 0.003655 seconds
I, [2018-01-29T20:39:44.223454 #38957]  INFO -- : Begin applying migration 000045_set_verification_provider_number_nullable.rb, direction: up
I, [2018-01-29T20:39:44.223796 #38957]  INFO -- : (0.000070s) PRAGMA foreign_keys = 0
I, [2018-01-29T20:39:44.223974 #38957]  INFO -- : (0.000044s) BEGIN
I, [2018-01-29T20:39:44.224578 #38957]  INFO -- : (0.000367s) PRAGMA table_info('verifications')
I, [2018-01-29T20:39:44.224970 #38957]  INFO -- : (0.000163s) PRAGMA foreign_key_list('verifications')
I, [2018-01-29T20:39:44.225379 #38957]  INFO -- : (0.000248s) PRAGMA index_list('verifications')
I, [2018-01-29T20:39:44.227214 #38957]  INFO -- : (0.000111s) SAVEPOINT autopoint_1
E, [2018-01-29T20:39:44.227530 #38957] ERROR -- : SQLite3::SQLException: no such table: verifications_backup0: SELECT NULL AS 'nil' FROM `verifications_backup0` LIMIT 1
I, [2018-01-29T20:39:44.227950 #38957]  INFO -- : (0.000053s) ROLLBACK TO SAVEPOINT autopoint_1
I, [2018-01-29T20:39:44.228469 #38957]  INFO -- : (0.000163s) PRAGMA index_list('verifications')
I, [2018-01-29T20:39:44.228752 #38957]  INFO -- : (0.000138s) PRAGMA index_info('verifications_pact_version_id_number_index')
I, [2018-01-29T20:39:44.231429 #38957]  INFO -- : (0.002439s) ALTER TABLE `verifications` RENAME TO `verifications_backup0`
